case_id,soc_id,incident_id,alert_id,created_at,assigned_analyst_id,severity,status,resolution,resolution_reason,investigation_notes,closed_at
CASE-003448,SOC-005,,ALT-003448,2026-01-09T10:50:00Z,ANL-5014,CRITICAL,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Manually reviewed HOST-1006 logs; findings documented against case ticket.,2026-01-09T11:28:00Z
CASE-003449,SOC-005,,ALT-003449,2026-01-09T04:55:00Z,ANL-5014,HIGH,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Cross-referenced 10.180.152.209 against threat intelligence feeds for HOST-3785.,2026-01-09T06:11:00Z
CASE-003450,SOC-005,,ALT-003450,2026-01-09T20:36:00Z,ANL-5006,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Validated authentication logs tied to HOST-1289 to rule out credential compromise.,2026-01-09T23:14:00Z
CASE-003451,SOC-005,,ALT-003451,2026-01-09T20:26:00Z,ANL-5014,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Reviewed escalation criteria for HOST-2947; behaviour consistent with known baseline.,2026-01-09T23:03:00Z
CASE-003452,SOC-005,,ALT-003452,2026-01-09T03:35:00Z,ANL-5014,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Reviewed escalation criteria for HOST-2048; behaviour consistent with known baseline.,2026-01-09T08:05:00Z
CASE-003453,SOC-005,,ALT-003453,2026-01-09T22:19:00Z,ANL-5003,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.92.137.158 to determine scope of T1486 activity on HOST-4896.,2026-01-10T02:00:00Z
CASE-003454,SOC-005,,ALT-003454,2026-01-09T21:41:00Z,ANL-5013,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Manually reviewed HOST-1642 logs; findings documented against case ticket.,2026-01-10T01:26:00Z
CASE-003455,SOC-005,,ALT-003455,2026-01-09T10:56:00Z,ANL-5001,CRITICAL,CLOSED,FALSE_POSITIVE,Large Outbound Data Transfer — False Positive,Reviewed and closed.,2026-01-09T11:25:00Z
CASE-003456,SOC-005,,ALT-003456,2026-01-09T12:29:00Z,ANL-5013,HIGH,CLOSED,FALSE_POSITIVE,Encoded PowerShell Command — False Positive,Reviewed escalation criteria for HOST-2109; behaviour consistent with known baseline.,2026-01-09T13:46:00Z
CASE-003457,SOC-005,,ALT-003457,2026-01-09T05:03:00Z,ANL-5010,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Cross-referenced 10.52.9.55 against threat intelligence feeds for HOST-4719.,2026-01-09T09:16:00Z
CASE-003458,SOC-005,,ALT-003458,2026-01-09T12:26:00Z,ANL-5008,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Cross-referenced 10.99.241.168 against threat intelligence feeds for HOST-1730.,2026-01-09T15:52:00Z
CASE-003459,SOC-005,,ALT-003459,2026-01-09T19:36:00Z,ANL-5004,MEDIUM,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Reviewed escalation criteria for HOST-2286; behaviour consistent with known baseline.,2026-01-09T22:05:00Z
CASE-003460,SOC-005,,ALT-003460,2026-01-09T00:52:00Z,ANL-5005,HIGH,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Traced network flow from 10.5.79.152 to determine scope of T1595 activity on HOST-3091.,2026-01-09T01:44:00Z
CASE-003461,SOC-005,,ALT-003461,2026-01-09T21:01:00Z,ANL-5013,HIGH,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Investigated T1053.005 indicators on HOST-3002; no further lateral movement observed.,2026-01-09T22:12:00Z
CASE-003462,SOC-005,,ALT-003462,2026-01-09T22:31:00Z,ANL-5012,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,Investigated T1059.001 indicators on HOST-1678; no further lateral movement observed.,2026-01-10T00:26:00Z
CASE-003463,SOC-005,,ALT-003463,2026-01-09T16:47:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Reviewed T1021.002 activity on HOST-1290; correlated with source 10.16.199.176.,2026-01-09T20:32:00Z
CASE-003464,SOC-005,,ALT-003464,2026-01-09T18:17:00Z,ANL-5007,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Checked process execution history for HOST-3286 following T1003 alert.,2026-01-09T22:24:00Z
CASE-003465,SOC-005,,ALT-003465,2026-01-09T23:13:00Z,ANL-5002,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,Manually reviewed HOST-3284 logs; findings documented against case ticket.,2026-01-10T01:28:00Z
CASE-003466,SOC-005,,ALT-003466,2026-01-09T23:31:00Z,ANL-5008,LOW,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Validated authentication logs tied to HOST-3499 to rule out credential compromise.,2026-01-11T02:29:00Z
CASE-003467,SOC-005,INC-000119,ALT-003467,2026-01-09T18:50:00Z,ANL-5004,CRITICAL,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Checked process execution history for HOST-3514 following T1486 alert.,2026-01-09T19:32:00Z
CASE-003468,SOC-005,,ALT-003468,2026-01-09T10:01:00Z,ANL-5007,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Investigated T1595 indicators on HOST-2576; no further lateral movement observed.,2026-01-09T17:24:00Z
CASE-003469,SOC-005,,ALT-003469,2026-01-09T01:49:00Z,ANL-5011,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Traced network flow from 10.250.43.104 to determine scope of T1003 activity on HOST-2634.,2026-01-09T06:02:00Z
CASE-003470,SOC-005,,ALT-003470,2026-01-09T19:30:00Z,ANL-5007,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Validated authentication logs tied to HOST-1143 to rule out credential compromise.,2026-01-09T23:46:00Z
CASE-003471,SOC-005,,ALT-003471,2026-01-09T04:43:00Z,ANL-5007,MEDIUM,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Checked process execution history for HOST-4076 following T1110 alert.,2026-01-09T07:25:00Z
CASE-003472,SOC-005,,ALT-003472,2026-01-09T09:33:00Z,ANL-5014,HIGH,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Analysed endpoint telemetry for HOST-2061 tied to T1486 detection.,2026-01-09T10:50:00Z
CASE-003473,SOC-005,,ALT-003473,2026-01-09T07:16:00Z,ANL-5007,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Analysed endpoint telemetry for HOST-3118 tied to T1053.005 detection.,2026-01-09T09:31:00Z
CASE-003474,SOC-005,,ALT-003474,2026-01-09T13:08:00Z,ANL-5006,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Cross-referenced 10.99.197.234 against threat intelligence feeds for HOST-4714.,2026-01-09T16:50:00Z
CASE-003475,SOC-005,INC-000120,ALT-003475,2026-01-09T15:26:00Z,ANL-5013,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,Reviewed escalation criteria for HOST-2043; behaviour consistent with known baseline.,2026-01-09T16:10:00Z
CASE-003476,SOC-005,,ALT-003476,2026-01-09T10:06:00Z,ANL-5014,HIGH,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Validated authentication logs tied to HOST-2531 to rule out credential compromise.,2026-01-09T11:42:00Z
CASE-003477,SOC-005,,ALT-003477,2026-01-09T17:28:00Z,ANL-5009,LOW,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Reviewed T1105 activity on HOST-4002; correlated with source 10.30.154.72.,2026-01-09T22:16:00Z
CASE-003478,SOC-005,,ALT-003478,2026-01-09T15:14:00Z,ANL-5004,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,"Closed with minimal review — T1041 alert on HOST-1003, no further action taken.",2026-01-09T16:40:00Z
CASE-003479,SOC-005,,ALT-003479,2026-01-09T10:52:00Z,ANL-5008,MEDIUM,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,"Closed with minimal review — T1003 alert on HOST-1003, no further action taken.",2026-01-09T11:44:00Z
CASE-003480,SOC-005,,ALT-003480,2026-01-09T20:14:00Z,ANL-5008,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,"Closed with minimal review — T1595 alert on HOST-2935, no further action taken.",2026-01-09T21:28:00Z
CASE-003481,SOC-005,,ALT-003481,2026-01-10T18:50:00Z,ANL-5005,LOW,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Reviewed T1053.005 activity on HOST-2637; correlated with source 10.34.86.111.,2026-01-11T00:55:00Z
CASE-003482,SOC-005,,ALT-003482,2026-01-10T05:42:00Z,ANL-5002,MEDIUM,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Traced network flow from 10.6.218.29 to determine scope of T1595 activity on HOST-1178.,2026-01-10T09:41:00Z
CASE-003483,SOC-005,,ALT-003483,2026-01-10T21:16:00Z,ANL-5002,MEDIUM,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Reviewed escalation criteria for HOST-1556; behaviour consistent with known baseline.,2026-01-11T00:55:00Z
CASE-003484,SOC-005,,ALT-003484,2026-01-10T20:27:00Z,ANL-5004,MEDIUM,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Analysed endpoint telemetry for HOST-4165 tied to T1041 detection.,2026-01-10T22:44:00Z
CASE-003485,SOC-005,,ALT-003485,2026-01-10T13:41:00Z,ANL-5001,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed and closed.,2026-01-12T01:53:00Z
CASE-003486,SOC-005,,ALT-003486,2026-01-10T18:17:00Z,ANL-5004,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Checked process execution history for HOST-1758 following T1053.005 alert.,2026-01-10T20:31:00Z
CASE-003487,SOC-005,,ALT-003487,2026-01-10T06:51:00Z,ANL-5010,LOW,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Traced network flow from 10.240.146.136 to determine scope of T1021.001 activity on HOST-2987.,2026-01-10T15:04:00Z
CASE-003488,SOC-005,,ALT-003488,2026-01-10T14:43:00Z,ANL-5005,LOW,CLOSED,FALSE_POSITIVE,Suspicious PowerShell — False Positive,Validated authentication logs tied to HOST-1345 to rule out credential compromise.,2026-01-11T12:45:00Z
CASE-003489,SOC-005,,ALT-003489,2026-01-10T21:46:00Z,ANL-5010,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Cross-referenced 10.41.41.88 against threat intelligence feeds for HOST-4964.,2026-01-11T03:41:00Z
CASE-003490,SOC-005,,ALT-003490,2026-01-10T04:47:00Z,ANL-5011,CRITICAL,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Cross-referenced 10.97.94.142 against threat intelligence feeds for HOST-3122.,2026-01-10T05:33:00Z
CASE-003491,SOC-005,,ALT-003491,2026-01-10T13:03:00Z,ANL-5001,MEDIUM,CLOSED,FALSE_POSITIVE,Beaconing to Known C2 Domain — False Positive,Reviewed and closed.,2026-01-10T15:05:00Z
CASE-003492,SOC-005,,ALT-003492,2026-01-10T21:05:00Z,ANL-5010,LOW,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Manually reviewed HOST-3799 logs; findings documented against case ticket.,2026-01-11T05:06:00Z
CASE-003493,SOC-005,,ALT-003493,2026-01-10T14:21:00Z,ANL-5012,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Traced network flow from 10.65.248.164 to determine scope of T1059.003 activity on HOST-4893.,2026-01-10T17:20:00Z
CASE-003494,SOC-005,,ALT-003494,2026-01-10T22:07:00Z,ANL-5014,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Reviewed T1021.002 activity on HOST-3868; correlated with source 10.185.251.5.,2026-01-11T00:36:00Z
CASE-003495,SOC-005,,ALT-003495,2026-01-10T05:15:00Z,ANL-5005,CRITICAL,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,"Closed with minimal review — T1021.002 alert on HOST-4021, no further action taken.",2026-01-10T06:03:00Z
CASE-003496,SOC-005,,ALT-003496,2026-01-10T23:16:00Z,ANL-5010,MEDIUM,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Confirmed T1547.001 alert on HOST-2773 against recent change records.,2026-01-11T02:36:00Z
CASE-003497,SOC-005,,ALT-003497,2026-01-10T02:28:00Z,ANL-5008,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,Reviewed escalation criteria for HOST-2764; behaviour consistent with known baseline.,2026-01-10T05:09:00Z
CASE-003498,SOC-005,,ALT-003498,2026-01-10T14:47:00Z,ANL-5013,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Manually reviewed HOST-4485 logs; findings documented against case ticket.,2026-01-10T18:05:00Z
CASE-003499,SOC-005,,ALT-003499,2026-01-10T11:00:00Z,ANL-5011,HIGH,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,Checked process execution history for HOST-3381 following T1059.001 alert.,2026-01-10T12:14:00Z
CASE-003500,SOC-005,,ALT-003500,2026-01-10T04:27:00Z,ANL-5006,CRITICAL,CLOSED,FALSE_POSITIVE,Repeated Failed Logins — False Positive,Validated authentication logs tied to HOST-2583 to rule out credential compromise.,2026-01-10T05:14:00Z
CASE-003501,SOC-005,,ALT-003501,2026-01-10T16:35:00Z,ANL-5001,LOW,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Reviewed and closed.,2026-01-10T21:03:00Z
CASE-003502,SOC-005,,ALT-003502,2026-01-10T10:00:00Z,ANL-5005,HIGH,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Analysed endpoint telemetry for HOST-2164 tied to T1053.005 detection.,2026-01-10T11:27:00Z
CASE-003503,SOC-005,,ALT-003503,2026-01-10T20:45:00Z,ANL-5014,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Reviewed escalation criteria for HOST-2478; behaviour consistent with known baseline.,2026-01-10T23:05:00Z
CASE-003504,SOC-005,,ALT-003504,2026-01-10T04:06:00Z,ANL-5014,CRITICAL,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Cross-referenced 10.54.142.169 against threat intelligence feeds for HOST-4474.,2026-01-10T07:49:00Z
CASE-003505,SOC-005,,ALT-003505,2026-01-10T18:30:00Z,ANL-5007,LOW,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Reviewed escalation criteria for HOST-4283; behaviour consistent with known baseline.,2026-01-10T23:43:00Z
CASE-003506,SOC-005,,ALT-003506,2026-01-10T23:42:00Z,ANL-5001,CRITICAL,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Reviewed and closed.,2026-01-11T00:31:00Z
CASE-003507,SOC-005,,ALT-003507,2026-01-10T22:40:00Z,ANL-5003,LOW,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,Validated authentication logs tied to HOST-1282 to rule out credential compromise.,2026-01-11T06:22:00Z
CASE-003508,SOC-005,,ALT-003508,2026-01-10T11:18:00Z,ANL-5007,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Confirmed T1021.002 alert on HOST-2846 against recent change records.,2026-01-10T15:24:00Z
CASE-003509,SOC-005,,ALT-003509,2026-01-10T18:15:00Z,ANL-5014,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Reviewed T1003 activity on HOST-4409; correlated with source 10.211.100.142.,2026-01-10T22:36:00Z
CASE-003510,SOC-005,,ALT-003510,2026-01-10T22:50:00Z,ANL-5013,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Investigated T1021.002 indicators on HOST-4946; no further lateral movement observed.,2026-01-11T02:38:00Z
CASE-003511,SOC-005,,ALT-003511,2026-01-10T03:24:00Z,ANL-5012,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Analysed endpoint telemetry for HOST-3688 tied to T1595 detection.,2026-01-10T06:52:00Z
CASE-003512,SOC-005,,ALT-003512,2026-01-10T21:26:00Z,ANL-5012,LOW,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Reviewed T1053.005 activity on HOST-1147; correlated with source 10.221.139.21.,2026-01-11T03:59:00Z
CASE-003513,SOC-005,,ALT-003513,2026-01-10T06:19:00Z,ANL-5008,MEDIUM,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,"Closed with minimal review — T1486 alert on HOST-1001, no further action taken.",2026-01-10T07:02:00Z
CASE-003514,SOC-005,,ALT-003514,2026-01-10T21:26:00Z,ANL-5001,CRITICAL,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,Reviewed and closed.,2026-01-10T22:01:00Z
CASE-003515,SOC-005,,ALT-003515,2026-01-10T00:36:00Z,ANL-5012,LOW,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Analysed endpoint telemetry for HOST-3011 tied to T1071.001 detection.,2026-01-10T08:33:00Z
CASE-003516,SOC-005,,ALT-003516,2026-01-10T23:05:00Z,ANL-5006,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Investigated T1059.003 indicators on HOST-1677; no further lateral movement observed.,2026-01-10T23:48:00Z
CASE-003517,SOC-005,,ALT-003517,2026-01-10T20:16:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Manually reviewed HOST-2950 logs; findings documented against case ticket.,2026-01-11T00:08:00Z
CASE-003518,SOC-005,,ALT-003518,2026-01-10T01:09:00Z,ANL-5012,HIGH,CLOSED,FALSE_POSITIVE,Encoded PowerShell Command — False Positive,"Closed with minimal review — T1059.001 alert on HOST-1003, no further action taken.",2026-01-10T01:40:00Z
CASE-003519,SOC-005,,ALT-003519,2026-01-10T21:13:00Z,ANL-5003,LOW,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Checked process execution history for HOST-1601 following T1059.003 alert.,2026-01-11T04:23:00Z
CASE-003520,SOC-005,,ALT-003520,2026-01-10T04:58:00Z,ANL-5014,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Manually reviewed HOST-3284 logs; findings documented against case ticket.,2026-01-10T07:46:00Z
CASE-003521,SOC-005,,ALT-003521,2026-01-11T18:35:00Z,ANL-5014,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Confirmed T1595 alert on HOST-4695 against recent change records.,2026-01-11T19:30:00Z
CASE-003522,SOC-005,,ALT-003522,2026-01-11T06:45:00Z,ANL-5009,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Manually reviewed HOST-3629 logs; findings documented against case ticket.,2026-01-13T11:10:00Z
CASE-003523,SOC-005,,ALT-003523,2026-01-11T20:18:00Z,ANL-5005,HIGH,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Validated authentication logs tied to HOST-1708 to rule out credential compromise.,2026-01-11T21:18:00Z
CASE-003524,SOC-005,,ALT-003524,2026-01-11T12:17:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Reviewed T1567 activity on HOST-3902; correlated with source 10.113.51.237.,2026-01-11T17:57:00Z
CASE-003525,SOC-005,,ALT-003525,2026-01-11T01:15:00Z,ANL-5013,MEDIUM,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Reviewed T1567 activity on HOST-2170; correlated with source 10.86.3.52.,2026-01-11T05:00:00Z
CASE-003526,SOC-005,INC-000121,ALT-003526,2026-01-11T11:55:00Z,ANL-5003,CRITICAL,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Validated authentication logs tied to HOST-1919 to rule out credential compromise.,2026-01-11T15:31:00Z
CASE-003527,SOC-005,,ALT-003527,2026-01-11T15:59:00Z,ANL-5009,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Reviewed T1053.005 activity on HOST-3194; correlated with source 10.170.170.76.,2026-01-11T18:05:00Z
CASE-003528,SOC-005,,ALT-003528,2026-01-11T01:30:00Z,ANL-5007,LOW,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,"Closed with minimal review — T1567 alert on HOST-2074, no further action taken.",2026-01-11T02:27:00Z
CASE-003529,SOC-005,,ALT-003529,2026-01-11T09:08:00Z,ANL-5010,MEDIUM,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Cross-referenced 10.48.72.36 against threat intelligence feeds for HOST-3987.,2026-01-11T12:25:00Z
CASE-003530,SOC-005,,ALT-003530,2026-01-11T06:06:00Z,ANL-5007,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Manually reviewed HOST-3776 logs; findings documented against case ticket.,2026-01-11T21:41:00Z
CASE-003531,SOC-005,,ALT-003531,2026-01-11T07:42:00Z,ANL-5002,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Reviewed escalation criteria for HOST-2448; behaviour consistent with known baseline.,2026-01-11T10:30:00Z
CASE-003532,SOC-005,,ALT-003532,2026-01-11T02:33:00Z,ANL-5002,HIGH,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,"Closed with minimal review — T1021.002 alert on HOST-3202, no further action taken.",2026-01-11T04:50:00Z
CASE-003533,SOC-005,,ALT-003533,2026-01-11T08:04:00Z,ANL-5002,LOW,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Traced network flow from 10.185.52.239 to determine scope of T1021.001 activity on HOST-4259.,2026-01-11T13:58:00Z
CASE-003534,SOC-005,,ALT-003534,2026-01-11T20:39:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed escalation criteria for HOST-1920; behaviour consistent with known baseline.,2026-01-12T01:53:00Z
CASE-003535,SOC-005,,ALT-003535,2026-01-11T06:18:00Z,ANL-5011,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Investigated T1041 indicators on HOST-1728; no further lateral movement observed.,2026-01-11T07:57:00Z
CASE-003536,SOC-005,,ALT-003536,2026-01-11T11:33:00Z,ANL-5013,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Reviewed escalation criteria for HOST-4157; behaviour consistent with known baseline.,2026-01-11T18:18:00Z
CASE-003537,SOC-005,,ALT-003537,2026-01-11T19:09:00Z,ANL-5010,LOW,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Analysed endpoint telemetry for HOST-2031 tied to T1021.001 detection.,2026-01-12T03:17:00Z
CASE-003538,SOC-005,,ALT-003538,2026-01-11T22:54:00Z,ANL-5007,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,"Closed with minimal review — T1486 alert on HOST-2609, no further action taken.",2026-01-12T05:23:00Z
CASE-003539,SOC-005,,ALT-003539,2026-01-11T00:40:00Z,ANL-5005,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed escalation criteria for HOST-1010; behaviour consistent with known baseline.,2026-01-11T04:24:00Z
CASE-003540,SOC-005,,ALT-003540,2026-01-11T20:36:00Z,ANL-5008,CRITICAL,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Validated authentication logs tied to HOST-3032 to rule out credential compromise.,2026-01-11T21:13:00Z
CASE-003541,SOC-005,,ALT-003541,2026-01-11T13:33:00Z,ANL-5014,HIGH,CLOSED,FALSE_POSITIVE,Repeated Failed Logins — False Positive,Confirmed T1110 alert on HOST-4980 against recent change records.,2026-01-12T10:14:00Z
CASE-003542,SOC-005,,ALT-003542,2026-01-11T10:11:00Z,ANL-5010,LOW,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Traced network flow from 10.82.151.202 to determine scope of T1071.001 activity on HOST-4338.,2026-01-11T14:55:00Z
CASE-003543,SOC-005,,ALT-003543,2026-01-11T17:43:00Z,ANL-5003,LOW,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Reviewed T1059.001 activity on HOST-1498; correlated with source 10.0.206.119.,2026-01-11T23:22:00Z
CASE-003544,SOC-005,,ALT-003544,2026-01-11T07:14:00Z,ANL-5008,LOW,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Traced network flow from 10.30.17.54 to determine scope of T1053.005 activity on HOST-3255.,2026-01-11T12:29:00Z
CASE-003545,SOC-005,,ALT-003545,2026-01-11T21:47:00Z,ANL-5009,CRITICAL,CLOSED,FALSE_POSITIVE,Encoded PowerShell Command — False Positive,Checked process execution history for HOST-4180 following T1059.001 alert.,2026-01-11T22:22:00Z
CASE-003546,SOC-005,,ALT-003546,2026-01-11T19:50:00Z,ANL-5012,MEDIUM,CLOSED,FALSE_POSITIVE,Large Outbound Data Transfer — False Positive,Investigated T1041 indicators on HOST-2026; no further lateral movement observed.,2026-01-11T21:41:00Z
CASE-003547,SOC-005,,ALT-003547,2026-01-11T02:50:00Z,ANL-5002,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.142.135.235 to determine scope of T1486 activity on HOST-4329.,2026-01-11T06:38:00Z
CASE-003548,SOC-005,,ALT-003548,2026-01-11T15:35:00Z,ANL-5009,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Cross-referenced 10.59.0.226 against threat intelligence feeds for HOST-2638.,2026-01-11T16:50:00Z
CASE-003549,SOC-005,,ALT-003549,2026-01-11T05:14:00Z,ANL-5003,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Analysed endpoint telemetry for HOST-2174 tied to T1486 detection.,2026-01-11T12:54:00Z
CASE-003550,SOC-005,INC-000122,ALT-003550,2026-01-11T05:30:00Z,ANL-5001,CRITICAL,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Reviewed and closed.,2026-01-11T06:12:00Z
CASE-003551,SOC-005,,ALT-003551,2026-01-11T18:12:00Z,ANL-5005,LOW,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Confirmed T1041 alert on HOST-3763 against recent change records.,2026-01-12T02:27:00Z
CASE-003552,SOC-005,,ALT-003552,2026-01-11T03:44:00Z,ANL-5003,CRITICAL,CLOSED,FALSE_POSITIVE,Password Spraying Detected — False Positive,Cross-referenced 10.245.32.162 against threat intelligence feeds for HOST-2649.,2026-01-11T04:19:00Z
CASE-003553,SOC-005,,ALT-003553,2026-01-11T10:14:00Z,ANL-5006,MEDIUM,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,"Closed with minimal review — T1003 alert on HOST-2890, no further action taken.",2026-01-11T13:56:00Z
CASE-003554,SOC-005,,ALT-003554,2026-01-11T17:14:00Z,ANL-5005,MEDIUM,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed T1595 activity on HOST-3367; correlated with source 10.246.25.144.,2026-01-11T19:52:00Z
